"region","fecha","cases_registered","PCR","TestAc","hospitalized","intensive_care","deceassed","date","recovered"
"Ceuta","28/3/2020",21,21,NA,2,2,1,2020-03-28,NA
"C. Valenciana","28/3/2020",4784,4784,NA,2773,375,267,2020-03-28,NA
"Extremadura","28/3/2020",1456,1456,NA,467,67,100,2020-03-28,NA
"Galicia","28/3/2020",3139,3139,NA,1043,159,60,2020-03-28,NA
"Madrid","28/3/2020",34189,34189,NA,21311,2423,3082,2020-03-28,NA
"Melilla","28/3/2020",48,48,NA,24,2,1,2020-03-28,NA
"Murcia","28/3/2020",872,872,NA,260,58,20,2020-03-28,NA
"Navarra","28/3/2020",2011,2011,NA,896,90,84,2020-03-28,NA
"País Vasco","28/3/2020",5740,5740,NA,3106,271,265,2020-03-28,NA
"La Rioja","28/3/2020",1629,1629,NA,497,43,68,2020-03-28,NA
"Andalucía","29/3/2020",5398,5398,NA,2671,216,236,2020-03-29,NA
"Aragón","29/3/2020",2078,2078,NA,1094,148,106,2020-03-29,NA
"Asturias","29/3/2020",1206,1206,NA,491,67,59,2020-03-29,NA
"Baleares","29/3/2020",1000,1000,NA,352,80,37,2020-03-29,NA
"Canarias","29/3/2020",1204,1204,NA,444,84,40,2020-03-29,NA
"Cantabria","29/3/2020",1100,1100,NA,481,46,27,2020-03-29,NA
"Castilla-La Mancha","29/3/2020",5858,5858,NA,3698,403,622,2020-03-29,NA
"Castilla y León","29/3/2020",5801,5801,NA,3411,272,442,2020-03-29,NA
"Cataluña","29/3/2020",16104,16104,NA,9126,1150,983,2020-03-29,NA
"Ceuta","29/3/2020",25,25,NA,2,2,1,2020-03-29,NA
"C. Valenciana","29/3/2020",5110,5110,NA,2914,393,310,2020-03-29,NA
"Extremadura","29/3/2020",1560,1560,NA,505,71,106,2020-03-29,NA
"Galicia","29/3/2020",3723,3723,NA,1147,176,66,2020-03-29,NA
"Madrid","29/3/2020",35061,35061,NA,23125,2464,3392,2020-03-29,NA
"Melilla","29/3/2020",51,51,NA,27,3,1,2020-03-29,NA
"Murcia","29/3/2020",939,939,NA,265,58,25,2020-03-29,NA
"Navarra","29/3/2020",2146,2146,NA,955,96,102,2020-03-29,NA
"País Vasco","29/3/2020",6057,6057,NA,3427,293,297,2020-03-29,NA
"La Rioja","29/3/2020",1733,1733,NA,517,43,71,2020-03-29,NA
"Andalucía","30/3/2020",5809,5809,NA,2867,235,248,2020-03-30,NA
"Aragón","30/3/2020",2272,2272,NA,1176,157,138,2020-03-30,NA
"Asturias","30/3/2020",1295,1295,NA,529,71,66,2020-03-30,NA
"Baleares","30/3/2020",1069,1069,NA,398,85,42,2020-03-30,NA
"Canarias","30/3/2020",1262,1262,NA,483,94,55,2020-03-30,NA
"Cantabria","30/3/2020",1171,1171,NA,522,50,37,2020-03-30,NA
"Castilla-La Mancha","30/3/2020",6424,6424,NA,4187,408,708,2020-03-30,NA
"Castilla y León","30/3/2020",6211,6211,NA,3629,294,516,2020-03-30,NA
"Cataluña","30/3/2020",18520,18520,NA,9925,1218,1216,2020-03-30,NA
"Ceuta","30/3/2020",34,34,NA,3,3,1,2020-03-30,NA
"C. Valenciana","30/3/2020",5508,5508,NA,3111,416,339,2020-03-30,NA
"Extremadura","30/3/2020",1628,1628,NA,561,77,133,2020-03-30,NA
"Galicia","30/3/2020",4039,4039,NA,1250,189,84,2020-03-30,NA
"Madrid","30/3/2020",37607,37607,NA,23913,2554,3603,2020-03-30,NA
"Melilla","30/3/2020",54,54,NA,27,3,1,2020-03-30,NA
"Murcia","30/3/2020",974,974,NA,283,59,34,2020-03-30,NA
"Navarra","30/3/2020",2305,2305,NA,1035,99,113,2020-03-30,NA
"País Vasco","30/3/2020",6320,6320,NA,3594,307,325,2020-03-30,NA
"La Rioja","30/3/2020",1810,1810,NA,575,51,85,2020-03-30,NA
"Andalucía","31/3/2020",6379,6379,NA,3147,260,308,2020-03-31,NA
"Aragón","31/3/2020",2491,2491,NA,1234,160,169,2020-03-31,NA
"Asturias","31/3/2020",1367,1367,NA,554,79,75,2020-03-31,NA
"Baleares","31/3/2020",1131,1131,NA,467,94,46,2020-03-31,NA
"Canarias","31/3/2020",1380,1380,NA,532,110,62,2020-03-31,NA
"Cantabria","31/3/2020",1213,1213,NA,543,54,54,2020-03-31,NA
"Castilla-La Mancha","31/3/2020",7047,7047,NA,4590,417,774,2020-03-31,NA
"Castilla y León","31/3/2020",6847,6847,NA,3951,318,585,2020-03-31,NA
"Cataluña","31/3/2020",19991,19991,NA,11446,1345,1458,2020-03-31,NA
"Ceuta","31/3/2020",51,51,NA,6,3,1,2020-03-31,NA
"C. Valenciana","31/3/2020",5922,5922,NA,3253,434,395,2020-03-31,NA
"Extremadura","31/3/2020",1679,1679,NA,600,82,152,2020-03-31,NA
"Galicia","31/3/2020",4432,4432,NA,1338,203,103,2020-03-31,NA
"Madrid","31/3/2020",39409,39409,NA,24553,2627,3865,2020-03-31,NA
"Melilla","31/3/2020",62,62,NA,32,3,1,2020-03-31,NA
"Murcia","31/3/2020",1041,1041,NA,304,59,37,2020-03-31,NA
"Navarra","31/3/2020",2497,2497,NA,1120,104,130,2020-03-31,NA
"País Vasco","31/3/2020",6838,6838,NA,3806,324,369,2020-03-31,NA
"La Rioja","31/3/2020",1960,1960,NA,619,54,90,2020-03-31,NA
"Andalucía","1/4/2020",6957,6957,NA,3444,280,343,2020-04-01,NA
"Aragón","1/4/2020",2700,2700,NA,1320,170,200,2020-04-01,NA
"Asturias","1/4/2020",1435,1435,NA,602,84,76,2020-04-01,NA
"Baleares","1/4/2020",1204,1204,NA,516,104,58,2020-04-01,NA
"Canarias","1/4/2020",1444,1444,NA,566,113,68,2020-04-01,NA
"Cantabria","1/4/2020",1268,1268,NA,567,57,60,2020-04-01,NA
"Castilla-La Mancha","1/4/2020",7682,7682,NA,4982,424,854,2020-04-01,NA
"Castilla y León","1/4/2020",7355,7355,NA,4207,332,641,2020-04-01,NA
"Cataluña","1/4/2020",21804,21804,NA,12398,1415,1629,2020-04-01,NA
"Ceuta","1/4/2020",55,55,NA,7,3,1,2020-04-01,NA
"C. Valenciana","1/4/2020",6308,6308,NA,3389,449,443,2020-04-01,NA
"Extremadura","1/4/2020",1837,1837,NA,649,83,181,2020-04-01,NA
"Galicia","1/4/2020",4842,4842,NA,1447,212,120,2020-04-01,NA
"Madrid","1/4/2020",41199,41199,NA,26112,2694,4175,2020-04-01,NA
"Melilla","1/4/2020",62,62,NA,32,3,1,2020-04-01,NA
"Murcia","1/4/2020",1084,1084,NA,389,68,42,2020-04-01,NA
"Navarra","1/4/2020",2682,2682,NA,1181,108,141,2020-04-01,NA
"País Vasco","1/4/2020",7317,7317,NA,4087,344,412,2020-04-01,NA
"La Rioja","1/4/2020",2083,2083,NA,660,57,101,2020-04-01,NA
"Andalucía","2/4/2020",7353,7353,NA,3673,338,376,2020-04-02,NA
"Aragón","2/4/2020",2889,2889,NA,1431,172,224,2020-04-02,NA
"Asturias","2/4/2020",1504,1504,NA,634,88,80,2020-04-02,NA
"Baleares","2/4/2020",1257,1257,NA,586,111,69,2020-04-02,NA
"Canarias","2/4/2020",1490,1490,NA,605,120,73,2020-04-02,NA
"Cantabria","2/4/2020",1321,1321,NA,592,59,64,2020-04-02,NA
"Castilla-La Mancha","2/4/2020",8523,8523,NA,5306,431,916,2020-04-02,NA
"Castilla y León","2/4/2020",7875,7875,NA,4472,342,723,2020-04-02,NA
"Cataluña","2/4/2020",23460,23460,NA,13101,1482,1784,2020-04-02,NA
"Ceuta","2/4/2020",62,62,NA,8,3,1,2020-04-02,NA
"C. Valenciana","2/4/2020",6624,6624,NA,3492,460,511,2020-04-02,NA
"Extremadura","2/4/2020",1893,1893,NA,706,85,200,2020-04-02,NA
"Galicia","2/4/2020",5219,5219,NA,1630,219,138,2020-04-02,NA
"Madrid","2/4/2020",43038,43038,NA,27325,2764,4483,2020-04-02,NA
"Melilla","2/4/2020",70,70,NA,34,3,2,2020-04-02,NA
"Murcia","2/4/2020",1145,1145,NA,405,72,46,2020-04-02,NA
"Navarra","2/4/2020",2836,2836,NA,1284,119,151,2020-04-02,NA
"País Vasco","2/4/2020",7827,7827,NA,4283,363,444,2020-04-02,NA
"La Rioja","2/4/2020",2224,2224,NA,738,64,109,2020-04-02,NA
"Andalucía","3/4/2020",7847,7847,NA,3896,364,426,2020-04-03,NA
"Aragón","3/4/2020",3078,3078,NA,1505,182,251,2020-04-03,NA
"Asturias","3/4/2020",1585,1573,12,657,91,83,2020-04-03,NA
"Baleares","3/4/2020",1271,1271,NA,633,113,71,2020-04-03,NA
"Canarias","3/4/2020",1564,1564,NA,632,128,78,2020-04-03,NA
"Cantabria","3/4/2020",1384,1384,NA,619,60,68,2020-04-03,NA
"Castilla-La Mancha","3/4/2020",9324,9324,NA,5556,437,989,2020-04-03,NA
"Castilla y León","3/4/2020",8332,8332,NA,4685,351,786,2020-04-03,NA
"Cataluña","3/4/2020",24734,24734,NA,14251,1569,1928,2020-04-03,NA
"Ceuta","3/4/2020",73,73,NA,8,4,1,2020-04-03,NA
"C. Valenciana","3/4/2020",6901,6901,NA,3560,470,571,2020-04-03,NA
"Extremadura","3/4/2020",1979,1979,NA,747,88,208,2020-04-03,NA
"Galicia","3/4/2020",5625,5625,NA,1767,229,159,2020-04-03,NA
"Madrid","3/4/2020",44779,44779,NA,28420,2821,4723,2020-04-03,NA
"Melilla","3/4/2020",79,79,NA,37,3,2,2020-04-03,NA
"Murcia","3/4/2020",1188,1188,NA,434,79,51,2020-04-03,NA
"Navarra","3/4/2020",2972,2972,NA,1341,120,171,2020-04-03,NA
"País Vasco","3/4/2020",8187,8187,NA,4522,377,477,2020-04-03,NA
"La Rioja","3/4/2020",2405,2405,NA,805,64,128,2020-04-03,NA
"Andalucía","4/4/2020",8279,8279,NA,4107,474,470,2020-04-04,NA
"Aragón","4/4/2020",3232,3232,NA,1588,182,270,2020-04-04,NA
"Asturias","4/4/2020",1640,1627,13,674,93,87,2020-04-04,NA
"Baleares","4/4/2020",1293,1293,NA,663,119,75,2020-04-04,NA
"Canarias","4/4/2020",1622,1622,NA,644,129,80,2020-04-04,NA
"Cantabria","4/4/2020",1441,1441,NA,639,62,68,2020-04-04,NA
"Castilla-La Mancha","4/4/2020",10031,10031,NA,5774,441,1055,2020-04-04,NA
"Castilla y León","4/4/2020",8749,8749,NA,4905,361,847,2020-04-04,NA
"Cataluña","4/4/2020",26032,26032,NA,14798,1653,2053,2020-04-04,NA
"Ceuta","4/4/2020",83,83,NA,9,4,2,2020-04-04,NA
"C. Valenciana","4/4/2020",7184,7184,NA,3620,478,613,2020-04-04,NA
"Extremadura","4/4/2020",2047,2047,NA,768,91,218,2020-04-04,NA
"Galicia","4/4/2020",5944,5944,NA,1831,237,174,2020-04-04,NA
"Madrid","4/4/2020",45671,45671,NA,29542,2854,4941,2020-04-04,NA
"Melilla","4/4/2020",83,83,NA,38,3,2,2020-04-04,NA
"Murcia","4/4/2020",1235,1235,NA,447,80,59,2020-04-04,NA
"Navarra","4/4/2020",3073,3073,NA,1399,123,178,2020-04-04,NA
"País Vasco","4/4/2020",8628,8628,NA,4666,404,515,2020-04-04,NA
"La Rioja","4/4/2020",2592,2592,NA,855,66,134,2020-04-04,NA
"Andalucía","5/4/2020",8559,8559,NA,4227,489,491,2020-04-05,NA
"Aragón","5/4/2020",3347,3347,NA,1637,186,284,2020-04-05,NA
"Asturias","5/4/2020",1695,1681,14,695,94,93,2020-04-05,NA
"Baleares","5/4/2020",1320,1320,NA,681,120,81,2020-04-05,NA
"Canarias","5/4/2020",1649,1649,NA,651,133,85,2020-04-05,NA
"Cantabria","5/4/2020",1483,1483,NA,658,65,77,2020-04-05,NA
"Castilla-La Mancha","5/4/2020",10602,10602,NA,5967,445,1132,2020-04-05,NA
"Castilla y León","5/4/2020",9116,9116,NA,5041,368,919,2020-04-05,NA
"Cataluña","5/4/2020",26824,26824,NA,15258,1685,2167,2020-04-05,NA
"Ceuta","5/4/2020",83,83,NA,9,4,3,2020-04-05,NA
"C. Valenciana","5/4/2020",7334,7334,NA,3668,487,637,2020-04-05,NA
"Extremadura","5/4/2020",2068,2068,NA,808,93,228,2020-04-05,NA
"Galicia","5/4/2020",6151,6151,NA,1916,245,190,2020-04-05,NA
"Madrid","5/4/2020",46197,46197,NA,30490,2879,5136,2020-04-05,NA
"Melilla","5/4/2020",86,86,NA,38,3,2,2020-04-05,NA
"Murcia","5/4/2020",1259,1259,NA,468,81,68,2020-04-05,NA
"Navarra","5/4/2020",3231,3231,NA,1432,124,187,2020-04-05,NA
"País Vasco","5/4/2020",8810,8810,NA,4794,410,548,2020-04-05,NA
"La Rioja","5/4/2020",2719,2719,NA,888,66,141,2020-04-05,NA
"Andalucía","6/4/2020",8743,8743,NA,4335,499,528,2020-04-06,NA
"Aragón","6/4/2020",3449,3449,NA,1663,196,312,2020-04-06,NA
"Asturias","6/4/2020",1718,1702,16,727,96,101,2020-04-06,NA
"Baleares","6/4/2020",1369,1369,NA,703,123,84,2020-04-06,NA
"Canarias","6/4/2020",1725,1725,NA,689,137,89,2020-04-06,NA
"Cantabria","6/4/2020",1501,1501,NA,677,66,85,2020-04-06,NA
"Castilla-La Mancha","6/4/2020",11077,11077,NA,6203,451,1177,2020-04-06,NA
"Castilla y León","6/4/2020",9581,9581,NA,5180,375,982,2020-04-06,NA
"Cataluña","6/4/2020",28323,28323,NA,15643,1740,2329,2020-04-06,NA
"Ceuta","6/4/2020",83,83,NA,9,4,4,2020-04-06,NA
"C. Valenciana","6/4/2020",7443,7443,NA,3698,492,672,2020-04-06,NA
"Extremadura","6/4/2020",2116,2116,NA,817,96,258,2020-04-06,NA
"Galicia","6/4/2020",6331,6331,NA,1968,253,204,2020-04-06,NA
"Madrid","6/4/2020",47763,47763,NA,31109,2958,5371,2020-04-06,NA
"Melilla","6/4/2020",92,92,NA,40,3,2,2020-04-06,NA
"Murcia","6/4/2020",1263,1259,4,500,84,78,2020-04-06,NA
"Navarra","6/4/2020",3355,3355,NA,1488,124,202,2020-04-06,NA
"País Vasco","6/4/2020",9021,8974,47,4856,417,586,2020-04-06,NA
"La Rioja","6/4/2020",2846,2846,NA,918,66,160,2020-04-06,NA
"Andalucía","7/4/2020",8973,8973,NA,4463,520,605,2020-04-07,NA
"Aragón","7/4/2020",3549,3549,NA,1716,204,349,2020-04-07,NA
"Asturias","7/4/2020",1751,1729,22,747,97,107,2020-04-07,NA
"Baleares","7/4/2020",1412,1412,NA,729,128,89,2020-04-07,NA
"Canarias","7/4/2020",1762,1762,NA,703,138,91,2020-04-07,NA
"Cantabria","7/4/2020",1572,1572,NA,700,69,92,2020-04-07,NA
"Castilla-La Mancha","7/4/2020",11788,11788,NA,6449,454,1255,2020-04-07,NA
"Castilla y León","7/4/2020",10058,10058,NA,5322,386,1028,2020-04-07,NA
"Cataluña","7/4/2020",29647,29647,NA,16235,1829,2462,2020-04-07,NA
"Ceuta","7/4/2020",84,84,NA,9,4,4,2020-04-07,NA
"C. Valenciana","7/4/2020",7655,7655,NA,3713,496,724,2020-04-07,NA
"Extremadura","7/4/2020",2184,2184,NA,852,98,271,2020-04-07,NA
"Galicia","7/4/2020",6538,6538,NA,2014,256,213,2020-04-07,NA
"Madrid","7/4/2020",49160,49160,NA,31554,3002,5586,2020-04-07,NA
"Melilla","7/4/2020",93,93,NA,40,3,2,2020-04-07,NA
"Murcia","7/4/2020",1305,1297,8,515,86,85,2020-04-07,NA
"Navarra","7/4/2020",3467,3467,NA,1526,124,206,2020-04-07,NA
"País Vasco","7/4/2020",9452,9392,60,4982,430,635,2020-04-07,NA
"La Rioja","7/4/2020",2951,2951,NA,955,68,177,2020-04-07,NA
"Andalucía","8/4/2020",9234,9234,NA,4599,538,652,2020-04-08,NA
"Aragón","8/4/2020",3685,3685,NA,1765,210,385,2020-04-08,NA
"Asturias","8/4/2020",1831,1774,57,775,100,113,2020-04-08,NA
"Baleares","8/4/2020",1448,1448,NA,749,131,89,2020-04-08,NA
"Canarias","8/4/2020",1834,1834,NA,730,140,92,2020-04-08,NA
"Cantabria","8/4/2020",1619,1619,NA,720,71,98,2020-04-08,NA
"Castilla-La Mancha","8/4/2020",12489,12489,NA,6622,460,1322,2020-04-08,NA
"Castilla y León","8/4/2020",10518,10518,NA,5523,399,1082,2020-04-08,NA
"Cataluña","8/4/2020",31043,31043,NA,16970,1946,2667,2020-04-08,NA
"Ceuta","8/4/2020",84,84,NA,9,4,4,2020-04-08,NA
"C. Valenciana","8/4/2020",7964,7964,NA,3815,541,767,2020-04-08,NA
"Extremadura","8/4/2020",2273,2273,NA,958,99,283,2020-04-08,NA
"Galicia","8/4/2020",6758,6758,NA,2094,260,231,2020-04-08,NA
"Madrid","8/4/2020",50580,50580,NA,32487,3038,5800,2020-04-08,NA
"Melilla","8/4/2020",93,93,NA,40,3,2,2020-04-08,NA
"Murcia","8/4/2020",1340,1322,18,533,87,88,2020-04-08,NA
"Navarra","8/4/2020",3575,3575,NA,1526,124,214,2020-04-08,NA
"País Vasco","8/4/2020",9806,9740,66,5130,433,689,2020-04-08,NA
"La Rioja","8/4/2020",3026,3026,NA,997,69,182,2020-04-08,NA
"Andalucía","9/4/2020",9482,9482,NA,4715,582,691,2020-04-09,NA
"Aragón","9/4/2020",3831,3831,NA,1822,212,409,2020-04-09,NA
"Asturias","9/4/2020",1889,1822,67,797,100,129,2020-04-09,NA
"Baleares","9/4/2020",1488,1488,NA,775,135,97,2020-04-09,NA
"Canarias","9/4/2020",1858,1858,NA,738,141,94,2020-04-09,NA
"Cantabria","9/4/2020",1659,1659,NA,747,73,102,2020-04-09,NA
"Castilla-La Mancha","9/4/2020",13063,13063,NA,6803,466,1431,2020-04-09,NA
"Castilla y León","9/4/2020",11102,11102,NA,5674,407,1129,2020-04-09,NA
"Cataluña","9/4/2020",31824,31824,NA,17780,1966,2787,2020-04-09,NA
"Ceuta","9/4/2020",91,91,NA,9,4,4,2020-04-09,NA
"C. Valenciana","9/4/2020",8331,8331,NA,3987,561,796,2020-04-09,NA
"Extremadura","9/4/2020",2332,2332,NA,1003,101,288,2020-04-09,NA
"Galicia","9/4/2020",6946,6946,NA,2165,263,243,2020-04-09,NA
"Madrid","9/4/2020",51535,51535,NA,33278,3061,5972,2020-04-09,NA
"Melilla","9/4/2020",95,95,NA,41,3,2,2020-04-09,NA
"Murcia","9/4/2020",1367,1338,29,533,88,90,2020-04-09,NA
"Navarra","9/4/2020",3748,3748,NA,1620,124,218,2020-04-09,NA
"País Vasco","9/4/2020",10103,9992,111,5290,442,729,2020-04-09,NA
"La Rioja","9/4/2020",3076,3076,NA,1047,71,196,2020-04-09,NA
"Andalucía","10/4/2020",9682,9682,NA,4808,602,737,2020-04-10,NA
"Aragón","10/4/2020",3998,3969,29,1860,215,425,2020-04-10,NA
"Asturias","10/4/2020",1943,1865,78,831,101,134,2020-04-10,NA
"Baleares","10/4/2020",1507,1507,NA,776,136,102,2020-04-10,NA
"Canarias","10/4/2020",1887,1887,NA,745,144,95,2020-04-10,NA
"Cantabria","10/4/2020",1719,1719,NA,773,75,107,2020-04-10,NA
"Castilla-La Mancha","10/4/2020",13456,13456,NA,6907,470,1483,2020-04-10,NA
"Castilla y León","10/4/2020",11543,11543,NA,5817,414,1180,2020-04-10,NA
"Cataluña","10/4/2020",32984,32984,NA,18194,1989,2877,2020-04-10,NA
"Ceuta","10/4/2020",93,93,NA,9,4,4,2020-04-10,NA
"C. Valenciana","10/4/2020",8578,8578,NA,4132,565,818,2020-04-10,NA
"Extremadura","10/4/2020",2486,2486,NA,1052,104,303,2020-04-10,NA
"Galicia","10/4/2020",7176,7176,NA,2215,264,261,2020-04-10,NA
"Madrid","10/4/2020",52400,52400,NA,33986,3091,6084,2020-04-10,NA
"Melilla","10/4/2020",98,98,NA,43,3,2,2020-04-10,NA
"Murcia","10/4/2020",1404,1371,33,533,88,94,2020-04-10,NA
"Navarra","10/4/2020",3817,3817,NA,1641,124,227,2020-04-10,NA
"País Vasco","10/4/2020",10515,10313,202,5402,453,765,2020-04-10,NA
"La Rioja","10/4/2020",3496,3223,273,1082,73,207,2020-04-10,NA
"Andalucía","11/4/2020",9976,9976,NA,4950,619,799,2020-04-11,NA
"Aragón","11/4/2020",4125,4070,55,1901,221,450,2020-04-11,NA
"Asturias","11/4/2020",2030,1949,81,863,102,150,2020-04-11,NA
"Baleares","11/4/2020",1534,1534,NA,803,141,112,2020-04-11,NA
"Canarias","11/4/2020",1918,1918,NA,758,144,95,2020-04-11,NA
"Cantabria","11/4/2020",1752,1752,NA,805,75,110,2020-04-11,NA
"Castilla-La Mancha","11/4/2020",13698,13698,NA,7040,473,1543,2020-04-11,NA
"Castilla y León","11/4/2020",12118,12118,NA,5957,418,1221,2020-04-11,NA
"Cataluña","11/4/2020",34027,34027,NA,18772,2018,2975,2020-04-11,NA
"Ceuta","11/4/2020",93,93,NA,9,4,4,2020-04-11,NA
"C. Valenciana","11/4/2020",8841,8841,NA,4149,567,838,2020-04-11,NA
"Extremadura","11/4/2020",2580,2580,NA,1074,106,312,2020-04-11,NA
"Galicia","11/4/2020",7336,7336,NA,2306,267,274,2020-04-11,NA
"Madrid","11/4/2020",52944,52944,NA,34545,3105,6278,2020-04-11,NA
"Melilla","11/4/2020",98,98,NA,43,3,2,2020-04-11,NA
"Murcia","11/4/2020",1436,1380,56,537,91,97,2020-04-11,NA
"Navarra","11/4/2020",3969,3969,NA,1663,124,232,2020-04-11,NA
"País Vasco","11/4/2020",10772,10514,258,5547,459,804,2020-04-11,NA
"La Rioja","11/4/2020",3596,3279,317,1122,73,219,2020-04-11,NA
"Andalucía","12/4/2020",10062,10062,NA,4993,621,815,2020-04-12,NA
"Aragón","12/4/2020",4248,4187,61,1938,223,464,2020-04-12,NA
"Asturias","12/4/2020",2084,2001,83,884,105,157,2020-04-12,NA
"Baleares","12/4/2020",1550,1550,NA,809,142,117,2020-04-12,NA
"Canarias","12/4/2020",1944,1944,NA,763,145,96,2020-04-12,NA
"Cantabria","12/4/2020",1777,1777,NA,827,75,117,2020-04-12,NA
"Castilla-La Mancha","12/4/2020",14054,14054,NA,7782,475,1626,2020-04-12,NA
"Castilla y León","12/4/2020",12628,12628,NA,6077,423,1263,2020-04-12,NA
"Cataluña","12/4/2020",34726,34726,NA,18963,2084,3105,2020-04-12,NA
"Ceuta","12/4/2020",95,95,NA,9,4,4,2020-04-12,NA
"C. Valenciana","12/4/2020",9060,9060,NA,4269,576,876,2020-04-12,NA
"Extremadura","12/4/2020",2658,2658,NA,1096,107,321,2020-04-12,NA
"Galicia","12/4/2020",7494,7494,NA,2344,275,284,2020-04-12,NA
"Madrid","12/4/2020",53285,53285,NA,35053,3122,6423,2020-04-12,NA
"Melilla","12/4/2020",101,101,NA,43,3,2,2020-04-12,NA
"Murcia","12/4/2020",1452,1387,65,543,94,101,2020-04-12,NA
"Navarra","12/4/2020",4092,4092,NA,1693,124,239,2020-04-12,NA
"País Vasco","12/4/2020",11018,10674,344,5622,464,831,2020-04-12,NA
"La Rioja","12/4/2020",3675,3358,317,1141,73,223,2020-04-12,NA
"Andalucía","13/4/2020",10283,10169,114,5054,631,836,2020-04-13,NA
"Aragón","13/4/2020",4332,4245,87,1966,229,492,2020-04-13,NA
"Asturias","13/4/2020",2119,2030,89,902,109,165,2020-04-13,NA
"Baleares","13/4/2020",1571,1571,NA,824,144,118,2020-04-13,NA
"Canarias","13/4/2020",1958,1958,NA,771,147,102,2020-04-13,NA
"Cantabria","13/4/2020",1796,1796,NA,853,76,120,2020-04-13,NA
"Castilla-La Mancha","13/4/2020",14329,14329,NA,7830,486,1714,2020-04-13,NA
"Castilla y León","13/4/2020",13180,13180,NA,6175,432,1299,2020-04-13,NA
"Cataluña","13/4/2020",35197,35197,NA,19224,2102,3201,2020-04-13,NA
"Ceuta","13/4/2020",96,96,NA,9,4,4,2020-04-13,NA
"C. Valenciana","13/4/2020",9213,9213,NA,4397,581,907,2020-04-13,NA
"Extremadura","13/4/2020",2684,2684,NA,1114,107,334,2020-04-13,NA
"Galicia","13/4/2020",7597,7597,NA,2403,280,290,2020-04-13,NA
"Madrid","13/4/2020",54287,54287,NA,35400,3153,6568,2020-04-13,NA
"Melilla","13/4/2020",101,101,NA,43,3,2,2020-04-13,NA
"Murcia","13/4/2020",1479,1393,86,566,96,106,2020-04-13,NA
"Navarra","13/4/2020",4150,4150,NA,1705,124,249,2020-04-13,NA
"País Vasco","13/4/2020",11226,10845,381,5679,470,859,2020-04-13,NA
"La Rioja","13/4/2020",3749,3420,329,1152,74,234,2020-04-13,NA
"Andalucía","14/4/2020",10561,10392,169,5147,665,865,2020-04-14,NA
"Aragón","14/4/2020",4450,4338,112,2006,231,514,2020-04-14,NA
"Asturias","14/4/2020",2194,2089,105,914,111,172,2020-04-14,NA
"Baleares","14/4/2020",1605,1605,NA,854,147,125,2020-04-14,NA
"Canarias","14/4/2020",1975,1975,NA,781,152,104,2020-04-14,NA
"Cantabria","14/4/2020",1823,1823,NA,873,76,132,2020-04-14,NA
"Castilla-La Mancha","14/4/2020",14680,14680,NA,7896,495,1755,2020-04-14,NA
"Castilla y León","14/4/2020",13697,13697,NA,6306,440,1337,2020-04-14,NA
"Cataluña","14/4/2020",36505,36505,NA,20264,2189,3453,2020-04-14,NA
"Ceuta","14/4/2020",98,98,NA,9,4,4,2020-04-14,NA
"C. Valenciana","14/4/2020",9424,9424,NA,4465,588,945,2020-04-14,NA
"Extremadura","14/4/2020",2762,2762,NA,1155,107,342,2020-04-14,NA
"Galicia","14/4/2020",7708,7708,NA,2471,282,299,2020-04-14,NA
"Madrid","14/4/2020",55398,55398,NA,35688,3180,6724,2020-04-14,NA
"Melilla","14/4/2020",102,102,NA,43,3,2,2020-04-14,NA
"Murcia","14/4/2020",1528,1400,128,574,97,109,2020-04-14,NA
"Navarra","14/4/2020",4246,4246,NA,1731,124,252,2020-04-14,NA
"País Vasco","14/4/2020",11475,11014,461,5750,471,902,2020-04-14,NA
"La Rioja","14/4/2020",3831,3457,374,1182,75,246,2020-04-14,NA
"Andalucía","15/4/2020",10773,10557,216,5226,671,912,2020-04-15,NA
"Aragón","15/4/2020",4566,4411,155,2108,235,543,2020-04-15,NA
"Asturias","15/4/2020",2247,2110,137,927,112,176,2020-04-15,NA
"Baleares","15/4/2020",1636,1636,NA,869,150,131,2020-04-15,NA
"Canarias","15/4/2020",1988,1988,0,802,156,107,2020-04-15,NA
"Cantabria","15/4/2020",1845,1845,NA,890,77,137,2020-04-15,NA
"Castilla-La Mancha","15/4/2020",15151,15151,NA,7987,503,1796,2020-04-15,NA
"Castilla y León","15/4/2020",14380,14380,NA,6449,445,1372,2020-04-15,NA
"Cataluña","15/4/2020",37354,37354,NA,20553,2252,3618,2020-04-15,NA
"Ceuta","15/4/2020",100,98,2,9,4,4,2020-04-15,NA
"C. Valenciana","15/4/2020",9615,9615,NA,4524,625,972,2020-04-15,NA
"Extremadura","15/4/2020",2881,2581,300,1186,107,359,2020-04-15,NA
"Galicia","15/4/2020",7873,7873,NA,2494,282,310,2020-04-15,NA
"Madrid","15/4/2020",56304,56304,NA,36251,3203,6877,2020-04-15,NA
"Melilla","15/4/2020",103,103,0,43,3,2,2020-04-15,NA
"Murcia","15/4/2020",1590,1416,174,575,97,111,2020-04-15,NA
"Navarra","15/4/2020",4348,4348,NA,1752,124,261,2020-04-15,NA
"País Vasco","15/4/2020",11790,11203,587,5863,478,956,2020-04-15,NA
"La Rioja","15/4/2020",3916,3539,377,1207,75,257,2020-04-15,NA
"Andalucía","16/4/2020",11018,10635,383,5298,675,940,2020-04-16,NA
"Aragón","16/4/2020",4664,4489,175,2151,235,562,2020-04-16,NA
