"name","date","value","daily_cases_avg7","OSI_NOM_eu"
"Abanto-Muskiz",2020-07-08,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-09,1,0.9,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-03,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-30,0,0.7,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-08-23,1,2.4,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-25,0,0.3,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-30,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-07-09,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-09,4,4.9,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-09-17,1,3.3,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-28,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-05,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-06-28,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abanto-Muskiz",2020-05-29,0,0,"Ezkerraldea - Enkarterri - Cruces"
"Abetxuko",2020-09-07,2,0.7,"Araba"
"Abetxuko",2020-07-11,0,0.1,"Araba"
"Abetxuko",2020-06-15,0,NA,"Araba"
"Abetxuko",2020-07-08,0,0.1,"Araba"
"Abetxuko",2020-08-02,0,0.1,"Araba"
"Abetxuko",2020-08-05,0,0.1,"Araba"
"Abetxuko",2020-05-27,0,NA,"Araba"
"Abetxuko",2020-09-22,0,0.6,"Araba"
"Abetxuko",2020-08-29,1,0.3,"Araba"
"Abetxuko",2020-08-06,0,0.1,"Araba"
"Abetxuko",2020-07-12,0,0,"Araba"
"Abetxuko",2020-06-19,0,NA,"Araba"
"Abetxuko",2020-06-12,0,NA,"Araba"
"Abetxuko",2020-08-30,0,0.3,"Araba"
"Abetxuko",2020-08-04,0,0.1,"Araba"
"Abetxuko",2020-08-14,0,0.4,"Araba"
"Abetxuko",2020-07-30,0,0,"Araba"
"Abetxuko",2020-07-19,1,0.3,"Araba"
"Abetxuko",2020-06-07,0,NA,"Araba"
"Abetxuko",2020-08-09,0,0,"Araba"
"Abetxuko",2020-07-10,0,0.1,"Araba"
"Abetxuko",2020-09-06,0,0.6,"Araba"
"Abetxuko",2020-07-29,0,0,"Araba"
"Abetxuko",2020-06-30,0,NA,"Araba"
"Abetxuko",2020-05-15,0,NA,"Araba"
