"date","hospital","hospitalizados","provincia","uci","fallecidos","fallecidos_cum","altas","altas_cum","total_ingresados","daily_totat_ingresados","daily_deceassed","daily_deceassed_avg"
2020-05-18,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-18,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-18,"ZAMUDIO H.",6,"Bizkaia",0,0,0,0,12,18,0,0,0
2020-05-19,"01 Araba",50,"Araba/Álava",5,2,225,4,1489,1769,2,2,0.9
2020-05-19,"02 Cruces",45,"Bizkaia",25,1,85,7,990,1145,7,1,0.7
2020-05-19,"03 Donosti",20,"Gipuzkoa",5,0,56,6,671,752,1,0,0.1
2020-05-19,"04 Basurto",26,"Bizkaia",6,0,94,5,1054,1180,3,0,0.3
2020-05-19,"05 Galdakao",12,"Bizkaia",0,1,102,2,694,808,2,1,0.3
2020-05-19,"06 Zumarraga",0,"Gipuzkoa",0,0,3,1,79,82,0,0,0
2020-05-19,"07 Bidasoa",3,"Gipuzkoa",0,0,8,1,69,80,0,0,0
2020-05-19,"08 Mendaro",4,"Gipuzkoa",0,0,11,0,116,131,0,0,0
2020-05-19,"09 Alto Deba",3,"Gipuzkoa",0,0,14,1,100,117,0,0,0
2020-05-19,"10 San Eloy",4,"Bizkaia",0,0,9,0,181,194,0,0,0
2020-05-19,"11 Urduliz",2,"Bizkaia",0,0,8,0,271,281,2,0,0
2020-05-19,"12 Eibar",14,"Gipuzkoa",0,0,37,1,126,177,0,0,0.1
2020-05-19,"13 Leza",6,"Araba/Álava",0,0,1,1,21,28,0,0,0
2020-05-19,"14 Sta Marina",39,"Bizkaia",0,1,169,5,477,685,1,1,0.6
2020-05-19,"15 Gorliz",27,"Bizkaia",0,0,60,1,200,287,2,0,0.1
2020-05-19,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-19,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-19,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-19,"ZAMUDIO H.",5,"Bizkaia",0,0,0,1,13,18,0,0,0
2020-05-20,"01 Araba",54,"Araba/Álava",5,0,225,8,1497,1781,12,0,0.9
2020-05-20,"02 Cruces",48,"Bizkaia",22,1,86,3,993,1149,4,1,0.7
2020-05-20,"03 Donosti",17,"Gipuzkoa",5,0,56,5,676,754,2,0,0.1
2020-05-20,"04 Basurto",27,"Bizkaia",6,0,94,3,1057,1184,4,0,0.3
2020-05-20,"05 Galdakao",13,"Bizkaia",0,0,102,3,697,812,4,0,0.3
2020-05-20,"06 Zumarraga",0,"Gipuzkoa",0,NA,3,NA,79,82,0,0,0
2020-05-20,"07 Bidasoa",2,"Gipuzkoa",0,0,8,1,70,80,0,0,0
2020-05-20,"08 Mendaro",5,"Gipuzkoa",0,0,11,0,116,132,1,0,0
2020-05-20,"09 Alto Deba",4,"Gipuzkoa",0,0,14,1,101,119,2,0,0
2020-05-20,"10 San Eloy",4,"Bizkaia",0,0,9,1,182,195,1,0,0
2020-05-20,"11 Urduliz",2,"Bizkaia",0,0,8,0,271,281,0,0,0
2020-05-20,"12 Eibar",13,"Gipuzkoa",0,0,37,1,127,177,0,0,0.1
2020-05-20,"13 Leza",7,"Araba/Álava",0,0,1,0,21,29,1,0,0
2020-05-20,"14 Sta Marina",35,"Bizkaia",0,1,170,4,481,686,1,1,0.7
2020-05-20,"15 Gorliz",25,"Bizkaia",0,0,60,2,202,287,0,0,0.1
2020-05-20,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-20,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-20,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-20,"ZAMUDIO H.",5,"Bizkaia",0,0,0,0,13,18,0,0,0
2020-05-21,"01 Araba",52,"Araba/Álava",4,0,225,9,1506,1787,6,0,0.9
2020-05-21,"02 Cruces",49,"Bizkaia",22,0,86,4,997,1154,5,0,0.6
2020-05-21,"03 Donosti",18,"Gipuzkoa",5,1,57,1,677,757,3,1,0.3
2020-05-21,"04 Basurto",27,"Bizkaia",5,0,94,2,1059,1185,1,0,0.1
2020-05-21,"05 Galdakao",12,"Bizkaia",0,1,103,2,699,814,2,1,0.4
2020-05-21,"06 Zumarraga",0,"Gipuzkoa",0,NA,3,NA,79,82,0,0,0
2020-05-21,"07 Bidasoa",2,"Gipuzkoa",0,0,8,1,71,81,1,0,0
2020-05-21,"08 Mendaro",6,"Gipuzkoa",0,0,11,0,116,133,1,0,0
2020-05-21,"09 Alto Deba",2,"Gipuzkoa",0,0,14,2,103,119,0,0,0
2020-05-21,"10 San Eloy",3,"Bizkaia",0,0,9,1,183,195,0,0,0
2020-05-21,"11 Urduliz",2,"Bizkaia",0,0,8,0,271,281,0,0,0
2020-05-21,"12 Eibar",14,"Gipuzkoa",0,0,37,0,127,178,1,0,0.1
2020-05-21,"13 Leza",7,"Araba/Álava",0,0,1,0,21,29,0,0,0
2020-05-21,"14 Sta Marina",31,"Bizkaia",0,0,170,5,486,687,1,0,0.7
2020-05-21,"15 Gorliz",21,"Bizkaia",0,1,61,4,206,288,1,1,0.3
2020-05-21,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-21,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-21,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-21,"ZAMUDIO H.",5,"Bizkaia",0,0,0,0,13,18,0,0,0
2020-05-22,"01 Araba",50,"Araba/Álava",4,1,226,9,1515,1795,8,1,0.7
2020-05-22,"02 Cruces",46,"Bizkaia",21,1,87,7,1004,1158,4,1,0.7
2020-05-22,"03 Donosti",18,"Gipuzkoa",5,0,57,1,678,758,1,0,0.3
2020-05-22,"04 Basurto",28,"Bizkaia",3,1,95,3,1062,1188,3,1,0.3
2020-05-22,"05 Galdakao",8,"Bizkaia",0,0,103,4,703,814,0,0,0.3
2020-05-22,"06 Zumarraga",0,"Gipuzkoa",0,NA,3,NA,79,82,0,0,0
2020-05-22,"07 Bidasoa",2,"Gipuzkoa",0,0,8,0,71,81,0,0,0
2020-05-22,"08 Mendaro",4,"Gipuzkoa",0,0,11,2,118,133,0,0,0
2020-05-22,"09 Alto Deba",3,"Gipuzkoa",0,0,14,0,103,120,1,0,0
2020-05-22,"10 San Eloy",2,"Bizkaia",0,0,9,1,184,195,0,0,0
2020-05-22,"11 Urduliz",2,"Bizkaia",0,0,8,0,271,281,0,0,0
2020-05-22,"12 Eibar",13,"Gipuzkoa",0,0,37,1,128,178,0,0,0.1
2020-05-22,"13 Leza",7,"Araba/Álava",0,0,1,0,21,29,0,0,0
2020-05-22,"14 Sta Marina",29,"Bizkaia",0,0,170,3,489,688,1,0,0.7
2020-05-22,"15 Gorliz",17,"Bizkaia",0,1,62,4,210,289,1,1,0.4
2020-05-22,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-22,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-22,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-22,"ZAMUDIO H.",5,"Bizkaia",0,0,0,0,13,18,0,0,0
2020-05-23,"01 Araba",53,"Araba/Álava",4,0,226,1,1516,1799,4,0,0.6
2020-05-23,"02 Cruces",46,"Bizkaia",21,0,87,0,1004,1158,0,0,0.4
2020-05-23,"03 Donosti",18,"Gipuzkoa",5,0,57,1,679,759,1,0,0.3
2020-05-23,"04 Basurto",29,"Bizkaia",3,0,95,1,1063,1190,2,0,0.3
2020-05-23,"05 Galdakao",10,"Bizkaia",0,0,103,0,703,816,2,0,0.3
2020-05-23,"06 Zumarraga",0,"Gipuzkoa",0,NA,3,NA,79,82,0,0,0
2020-05-23,"07 Bidasoa",2,"Gipuzkoa",0,0,8,0,71,81,0,0,0
2020-05-23,"08 Mendaro",4,"Gipuzkoa",0,0,11,0,118,133,0,0,0
2020-05-23,"09 Alto Deba",2,"Gipuzkoa",0,0,14,1,104,120,0,0,0
2020-05-23,"10 San Eloy",3,"Bizkaia",0,0,9,0,184,196,1,0,0
2020-05-23,"11 Urduliz",3,"Bizkaia",0,0,8,0,271,282,1,0,0
2020-05-23,"12 Eibar",13,"Gipuzkoa",0,0,37,0,128,178,0,0,0.1
2020-05-23,"13 Leza",6,"Araba/Álava",0,0,1,1,22,29,0,0,0
2020-05-23,"14 Sta Marina",30,"Bizkaia",0,0,170,0,489,689,1,0,0.3
2020-05-23,"15 Gorliz",18,"Bizkaia",0,0,62,0,210,290,1,0,0.3
2020-05-23,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-23,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-23,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-23,"ZAMUDIO H.",5,"Bizkaia",0,0,0,0,13,18,0,0,0
2020-05-24,"01 Araba",53,"Araba/Álava",4,2,228,2,1518,1803,4,2,0.9
2020-05-24,"02 Cruces",48,"Bizkaia",21,0,87,0,1004,1160,2,0,0.4
2020-05-24,"03 Donosti",18,"Gipuzkoa",5,0,57,0,679,759,0,0,0.3
2020-05-24,"04 Basurto",27,"Bizkaia",3,2,97,3,1066,1193,3,2,0.6
2020-05-24,"05 Galdakao",15,"Bizkaia",0,0,103,0,703,821,5,0,0.3
2020-05-24,"06 Zumarraga",0,"Gipuzkoa",0,NA,3,NA,79,82,0,0,0
2020-05-24,"07 Bidasoa",2,"Gipuzkoa",0,0,8,0,71,81,0,0,0
2020-05-24,"08 Mendaro",4,"Gipuzkoa",0,0,11,0,118,133,0,0,0
2020-05-24,"09 Alto Deba",2,"Gipuzkoa",0,0,14,0,104,120,0,0,0
2020-05-24,"10 San Eloy",3,"Bizkaia",0,0,9,0,184,196,0,0,0
2020-05-24,"11 Urduliz",3,"Bizkaia",0,0,8,0,271,282,0,0,0
2020-05-24,"12 Eibar",12,"Gipuzkoa",0,1,38,1,129,179,1,1,0.3
2020-05-24,"13 Leza",6,"Araba/Álava",0,0,1,0,22,29,0,0,0
2020-05-24,"14 Sta Marina",30,"Bizkaia",0,0,170,0,489,689,0,0,0.3
2020-05-24,"15 Gorliz",17,"Bizkaia",0,1,63,1,211,291,1,1,0.4
2020-05-24,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-24,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-24,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-24,"ZAMUDIO H.",5,"Bizkaia",0,0,0,0,13,18,0,0,0
2020-05-25,"01 Araba",53,"Araba/Álava",3,1,229,9,1527,1812,9,1,0.9
2020-05-25,"02 Cruces",49,"Bizkaia",19,0,87,5,1009,1164,4,0,0.4
2020-05-25,"03 Donosti",17,"Gipuzkoa",5,0,57,7,686,765,6,0,0.1
2020-05-25,"04 Basurto",26,"Bizkaia",1,1,98,4,1070,1195,2,1,0.6
2020-05-25,"05 Galdakao",16,"Bizkaia",0,0,103,1,704,823,2,0,0.3
2020-05-25,"06 Zumarraga",0,"Gipuzkoa",0,NA,3,NA,79,82,0,0,0
2020-05-25,"07 Bidasoa",3,"Gipuzkoa",0,0,8,0,71,82,1,0,0
2020-05-25,"08 Mendaro",3,"Gipuzkoa",0,0,11,1,119,133,0,0,0
2020-05-25,"09 Alto Deba",2,"Gipuzkoa",0,0,14,0,104,120,0,0,0
2020-05-25,"10 San Eloy",1,"Bizkaia",0,0,9,2,186,196,0,0,0
2020-05-25,"11 Urduliz",2,"Bizkaia",0,0,8,1,272,282,0,0,0
2020-05-25,"12 Eibar",12,"Gipuzkoa",0,0,38,0,129,179,0,0,0.1
2020-05-25,"13 Leza",7,"Araba/Álava",0,0,1,0,22,30,1,0,0
2020-05-25,"14 Sta Marina",29,"Bizkaia",0,2,172,4,493,694,5,2,0.6
2020-05-25,"15 Gorliz",17,"Bizkaia",0,0,63,0,211,291,0,0,0.4
2020-05-25,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-25,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-25,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-25,"ZAMUDIO H.",5,"Bizkaia",0,0,0,0,13,18,0,0,0
2020-05-26,"01 Araba",49,"Araba/Álava",3,0,229,12,1539,1820,8,0,0.6
2020-05-26,"02 Cruces",46,"Bizkaia",19,1,88,4,1013,1166,2,1,0.4
2020-05-26,"03 Donosti",21,"Gipuzkoa",3,0,57,1,687,768,3,0,0.1
2020-05-26,"04 Basurto",27,"Bizkaia",1,0,98,4,1074,1200,5,0,0.6
2020-05-26,"05 Galdakao",15,"Bizkaia",0,0,103,5,709,827,4,0,0.1
2020-05-26,"06 Zumarraga",0,"Gipuzkoa",0,NA,3,NA,79,82,0,0,0
2020-05-26,"07 Bidasoa",3,"Gipuzkoa",0,0,8,0,71,82,0,0,0
2020-05-26,"08 Mendaro",2,"Gipuzkoa",0,0,11,2,121,134,1,0,0
2020-05-26,"09 Alto Deba",2,"Gipuzkoa",0,0,14,1,105,121,1,0,0
2020-05-26,"10 San Eloy",2,"Bizkaia",0,0,9,0,186,197,1,0,0
2020-05-26,"11 Urduliz",3,"Bizkaia",0,0,8,0,272,283,1,0,0
2020-05-26,"12 Eibar",11,"Gipuzkoa",0,0,38,1,130,179,0,0,0.1
2020-05-26,"13 Leza",7,"Araba/Álava",0,0,1,0,22,30,0,0,0
2020-05-26,"14 Sta Marina",23,"Bizkaia",0,1,173,7,500,696,2,1,0.6
2020-05-26,"15 Gorliz",17,"Bizkaia",0,0,63,1,212,292,1,0,0.4
2020-05-26,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-26,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-26,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-26,"ZAMUDIO H.",5,"Bizkaia",0,0,0,1,14,19,1,0,0
2020-05-27,"01 Araba",47,"Araba/Álava",3,0,229,7,1546,1825,5,0,0.6
2020-05-27,"02 Cruces",41,"Bizkaia",20,0,88,6,1019,1168,2,0,0.3
2020-05-27,"03 Donosti",21,"Gipuzkoa",3,0,57,2,689,770,2,0,0.1
2020-05-27,"04 Basurto",25,"Bizkaia",2,0,98,4,1078,1203,3,0,0.6
2020-05-27,"05 Galdakao",12,"Bizkaia",0,0,103,5,714,829,2,0,0.1
2020-05-27,"06 Zumarraga",0,"Gipuzkoa",0,NA,3,NA,79,82,0,0,0
2020-05-27,"07 Bidasoa",3,"Gipuzkoa",0,0,8,0,71,82,0,0,0
2020-05-27,"08 Mendaro",1,"Gipuzkoa",0,0,11,1,122,134,0,0,0
2020-05-27,"09 Alto Deba",2,"Gipuzkoa",0,0,14,0,105,121,0,0,0
2020-05-27,"10 San Eloy",2,"Bizkaia",0,0,9,0,186,197,0,0,0
2020-05-27,"11 Urduliz",1,"Bizkaia",0,0,8,2,274,283,0,0,0
2020-05-27,"12 Eibar",12,"Gipuzkoa",0,0,38,0,130,180,1,0,0.1
2020-05-27,"13 Leza",7,"Araba/Álava",0,0,1,0,22,30,0,0,0
2020-05-27,"14 Sta Marina",22,"Bizkaia",0,1,174,3,503,699,3,1,0.6
2020-05-27,"15 Gorliz",17,"Bizkaia",0,0,63,1,213,293,1,0,0.4
2020-05-27,"ÁLAVA PSIQUIÁTRICO H.",34,"Araba/Álava",0,0,1,0,3,38,0,0,0
2020-05-27,"BERMEO H.",1,"Bizkaia",0,0,0,0,0,1,0,0,0
2020-05-27,"ZALDIBAR H.",0,"Bizkaia",0,NA,2,NA,35,37,0,0,0
2020-05-27,"ZAMUDIO H.",5,"Bizkaia",0,0,0,0,14,19,0,0,0
