"date","region_code","region","country","population","cases_registered","cases_per_100000","intensive_care","intensive_care_per_1000000","deceassed","deceassed_per_100000","recovered","recovered_per_100000","hospitalized","hospitalized_per_100000"
2020-02-28,16,"País Vasco","Spain",2207776,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-29,16,"País Vasco","Spain",2207776,2,0.09,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-01,16,"País Vasco","Spain",2207776,3,0.14,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-02,16,"País Vasco","Spain",2207776,9,0.41,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-03,16,"País Vasco","Spain",2207776,13,0.59,NA,NA,0,0,NA,NA,NA,NA
2020-03-04,16,"País Vasco","Spain",2207776,17,0.77,0,0,0,0,NA,NA,NA,NA
2020-03-05,16,"País Vasco","Spain",2207776,17,0.77,0,0,1,0.05,NA,NA,NA,NA
2020-03-06,16,"País Vasco","Spain",2207776,45,2.04,1,0.05,1,0.05,NA,NA,NA,NA
2020-03-07,16,"País Vasco","Spain",2207776,45,2.04,NA,NA,1,0.05,NA,NA,NA,NA
2020-03-08,16,"País Vasco","Spain",2207776,102,4.62,NA,NA,5,0.23,NA,NA,NA,NA
2020-03-09,16,"País Vasco","Spain",2207776,149,6.75,5,0.23,5,0.23,NA,NA,NA,NA
2020-03-10,16,"País Vasco","Spain",2207776,195,8.83,5,0.23,6,0.27,NA,NA,NA,NA
2020-03-11,16,"País Vasco","Spain",2207776,225,10.19,15,0.68,6,0.27,NA,NA,NA,NA
2020-03-12,16,"País Vasco","Spain",2207776,346,15.67,18,0.82,11,0.5,NA,NA,NA,NA
2020-03-13,16,"País Vasco","Spain",2207776,417,18.89,20,0.91,14,0.63,NA,NA,NA,NA
2020-03-14,16,"País Vasco","Spain",2207776,417,18.89,NA,NA,14,0.63,NA,NA,NA,NA
2020-03-15,16,"País Vasco","Spain",2207776,630,28.54,NA,NA,23,1.04,NA,NA,NA,NA
2020-03-16,16,"País Vasco","Spain",2207776,630,28.54,29,1.31,23,1.04,5,0.23,NA,NA
2020-03-17,16,"País Vasco","Spain",2207776,765,34.65,33,1.49,36,1.63,11,0.5,NA,NA
2020-03-18,16,"País Vasco","Spain",2207776,973,44.07,37,1.68,40,1.81,14,0.63,NA,NA
2020-03-19,16,"País Vasco","Spain",2207776,1190,53.9,44,1.99,53,2.4,18,0.82,NA,NA
2020-03-20,16,"País Vasco","Spain",2207776,1465,66.36,53,2.4,71,3.22,21,0.95,NA,NA
2020-03-21,16,"País Vasco","Spain",2207776,1725,78.13,71,3.22,85,3.85,165,7.47,654,296.23
2020-03-22,16,"País Vasco","Spain",2207776,2097,94.98,81,3.67,97,4.39,216,9.78,988,447.51
2020-03-23,16,"País Vasco","Spain",2207776,2421,109.66,92,4.17,120,5.44,283,12.82,1252,567.09
2020-03-24,16,"País Vasco","Spain",2207776,2728,123.56,106,4.8,133,6.02,344,15.58,1425,645.45
2020-03-25,16,"País Vasco","Spain",2207776,3271,148.16,119,5.39,155,7.02,466,21.11,1577,714.29
2020-03-26,16,"País Vasco","Spain",2207776,3946,178.73,137,6.21,180,8.15,621,28.13,1907,863.77
2020-03-27,16,"País Vasco","Spain",2207776,4601,208.4,154,6.98,207,9.38,814,36.87,2270,1028.18
2020-03-28,16,"País Vasco","Spain",2207776,5136,232.63,176,7.97,221,10.01,1023,46.34,2612,1183.09
2020-03-29,16,"País Vasco","Spain",2207776,5740,259.99,271,12.27,265,12,1503,68.08,3106,1406.85
2020-03-30,16,"País Vasco","Spain",2207776,6057,274.35,293,13.27,297,13.45,1646,74.55,3427,1552.24
2020-03-31,16,"País Vasco","Spain",2207776,6320,286.26,307,13.91,325,14.72,1796,81.35,3594,1627.88
2020-04-01,16,"País Vasco","Spain",2207776,6838,309.72,324,14.68,369,16.71,2165,98.06,3806,1723.91
2020-04-02,16,"País Vasco","Spain",2207776,7317,331.42,344,15.58,412,18.66,2490,112.78,4087,1851.18
2020-04-03,16,"País Vasco","Spain",2207776,7827,354.52,363,16.44,444,20.11,2809,127.23,4283,1939.96
2020-04-04,16,"País Vasco","Spain",2207776,8187,370.83,377,17.08,477,21.61,3098,140.32,4522,2048.22
2020-04-05,16,"País Vasco","Spain",2207776,8628,390.8,404,18.3,515,23.33,3405,154.23,4666,2113.44
2020-04-06,16,"País Vasco","Spain",2207776,8810,399.04,410,18.57,548,24.82,3568,161.61,4794,2171.42
2020-04-07,16,"País Vasco","Spain",2207776,9021,408.6,417,18.89,586,26.54,3728,168.86,4856,2199.5
2020-04-08,16,"País Vasco","Spain",2207776,9452,428.12,430,19.48,635,28.76,4151,188.02,4982,2256.57
2020-04-09,16,"País Vasco","Spain",2207776,9806,444.16,433,19.61,689,31.21,4514,204.46,5130,2323.61
2020-04-10,16,"País Vasco","Spain",2207776,10103,457.61,442,20.02,729,33.02,4680,211.98,5290,2396.08
2020-04-11,16,"País Vasco","Spain",2207776,10515,476.27,453,20.52,765,34.65,4741,214.74,5402,2446.81
2020-04-12,16,"País Vasco","Spain",2207776,10772,487.91,459,20.79,804,36.42,4867,220.45,5547,2512.48
2020-04-13,16,"País Vasco","Spain",2207776,11018,499.05,464,21.02,831,37.64,5026,227.65,5622,2546.45
2020-04-14,16,"País Vasco","Spain",2207776,11226,508.48,470,21.29,859,38.91,5193,235.21,5679,2572.27
2020-04-15,16,"País Vasco","Spain",2207776,11475,519.75,471,21.33,902,40.86,5428,245.86,5750,2604.43
2020-04-16,16,"País Vasco","Spain",2207776,11790,534.02,478,21.65,956,43.3,5813,263.3,5863,2655.61
2020-04-17,16,"País Vasco","Spain",2207776,12089,547.56,484,21.92,992,44.93,6144,278.29,5939,2690.04
2020-04-18,16,"País Vasco","Spain",2207776,12355,559.61,490,22.19,1020,46.2,6556,296.95,6030,2731.26
2020-04-19,16,"País Vasco","Spain",2207776,12569,569.31,499,22.6,1062,48.1,6972,315.79,6086,2756.62
2020-04-20,16,"País Vasco","Spain",2207776,12628,571.98,501,22.69,1081,48.96,7124,322.68,6109,2767.04
2020-04-21,16,"País Vasco","Spain",2207776,12810,580.22,507,22.96,1103,49.96,7277,329.61,6141,2781.53
2020-04-22,16,"País Vasco","Spain",2207776,13044,590.82,513,23.24,1124,50.91,7651,346.55,6201,2808.71
