"date","province","ccaa","new_cases","PCR","TestAc","activos","hospitalized","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments"
2020-07-05,"Lugo","Galicia",NA,NA,NA,NA,5,0,28,1103,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-06,"Lugo","Galicia",NA,NA,NA,NA,5,0,28,1103,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-07,"Lugo","Galicia",NA,NA,NA,NA,6,0,28,1111,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-08,"Lugo","Galicia",NA,NA,NA,NA,6,0,28,1126,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-09,"Lugo","Galicia",NA,NA,NA,NA,6,0,28,1168,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-10,"Lugo","Galicia",NA,NA,NA,NA,6,0,28,1183,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-11,"Lugo","Galicia",NA,NA,NA,NA,2,0,28,1203,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-12,"Lugo","Galicia",NA,NA,NA,NA,2,0,28,1207,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-13,"Lugo","Galicia",NA,NA,NA,NA,2,0,28,1210,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-14,"Lugo","Galicia",NA,NA,NA,NA,2,0,28,1212,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-15,"Lugo","Galicia",NA,NA,NA,NA,2,0,28,1213,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-16,"Lugo","Galicia",NA,NA,NA,NA,4,0,28,1220,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-17,"Lugo","Galicia",NA,NA,NA,NA,5,0,28,1223,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-18,"Lugo","Galicia",NA,NA,NA,NA,4,0,28,1227,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-19,"Lugo","Galicia",NA,NA,NA,NA,4,0,28,1230,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-20,"Lugo","Galicia",NA,NA,NA,NA,4,0,28,1233,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-21,"Lugo","Galicia",NA,NA,NA,NA,4,0,28,1237,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-22,"Lugo","Galicia",NA,NA,NA,NA,4,0,28,1240,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-23,"Lugo","Galicia",NA,NA,NA,NA,3,0,28,1249,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-24,"Lugo","Galicia",NA,NA,NA,NA,5,0,28,1260,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-25,"Lugo","Galicia",NA,NA,NA,NA,4,0,28,1265,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-26,"Lugo","Galicia",NA,NA,NA,NA,3,0,28,1276,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-27,"Lugo","Galicia",NA,NA,NA,NA,3,0,28,1281,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-28,"Lugo","Galicia",NA,NA,NA,NA,1,0,28,1282,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-29,"Lugo","Galicia",NA,NA,NA,NA,1,0,28,1282,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-30,"Lugo","Galicia",NA,NA,NA,NA,2,0,28,1282,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-07-31,"Lugo","Galicia",NA,NA,NA,NA,4,0,28,1284,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-08-01,"Lugo","Galicia",NA,NA,NA,NA,4,0,28,1285,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-08-02,"Lugo","Galicia",NA,NA,NA,NA,3,0,28,1286,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-08-03,"Lugo","Galicia",NA,NA,NA,NA,3,0,28,1289,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-08-04,"Lugo","Galicia",NA,NA,NA,NA,3,0,28,1291,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-08-05,"Lugo","Galicia",NA,NA,NA,NA,3,0,28,1299,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-08-06,"Lugo","Galicia",NA,NA,NA,NA,3,0,28,1300,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-08-07,"Lugo","Galicia",NA,NA,NA,NA,3,0,28,1305,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
2020-08-08,"Lugo","Galicia",NA,NA,NA,NA,3,0,28,1323,NA,NA,"Área sanitaria Ourense via @lipido","https://github.com/lipido/galicia-covid19/blob/master/lugo.csv;https://github.com/lipido/galicia-covid19/blob/master/lugo.ext.csv",NA
