"date","province","ccaa","new_cases","PCR","TestAc","activos","hospitalized","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments"
"2020-03-23","Toledo","Castilla - La Mancha","","","","451","","","28","501","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-24","Albacete","Castilla - La Mancha","","","","458","","","53","","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-24","Ciudad Real","Castilla - La Mancha","","","","638","","","59","","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-24","Cuenca","Castilla - La Mancha","","","","127","","","18","","","","Gobierno de Castilla-La Mancha","notas de prensa","https://www.castillalamancha.es/actualidad/notasdeprensa"
"2020-03-24","Guadalajara","Castilla - La Mancha","","","","290","","","36","","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-24","Toledo","Castilla - La Mancha","","","","533","","","50","","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-25","Albacete","Castilla - La Mancha","","","","567","","","60","752","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-25","Ciudad Real","Castilla - La Mancha","","","","885","","","67","885","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-25","Cuenca","Castilla - La Mancha","","","","172","","","22","172","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-25","Guadalajara","Castilla - La Mancha","","","","353","","","49","404","","","Gobierno de Castilla-La Mancha","notas de prensa","https://www.castillalamancha.es/actualidad/notasdeprensa"
"2020-03-25","Toledo","Castilla - La Mancha","","","","752","","","65","752","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-26","Albacete","Castilla - La Mancha","","","","592","","","66","","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-26","Ciudad Real","Castilla - La Mancha","","","","1147","","","89","1147","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-26","Cuenca","Castilla - La Mancha","","","","177","","","27","177","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-26","Guadalajara","Castilla - La Mancha","","","","370","","","56","428","","95","Gobierno de Castilla-La Mancha","notas de prensa","https://www.castillalamancha.es/actualidad/notasdeprensa"
"2020-03-26","Toledo","Castilla - La Mancha","","","","965","","","78","965","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-27","Albacete","Castilla - La Mancha","","","","667","","","83","780","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-27","Ciudad Real","Castilla - La Mancha","","","","1273","","","89","1422","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-27","Cuenca","Castilla - La Mancha","","","","180","","","40","180","","","Gobierno de Castilla-La Mancha","notas de prensa","https://www.castillalamancha.es/actualidad/notasdeprensa"
"2020-03-27","Guadalajara","Castilla - La Mancha","","","","440","","","75","440","","","Gobierno de Castilla-La Mancha","notas de prensa","https://www.castillalamancha.es/actualidad/notasdeprensa"
"2020-03-27","Toledo","Castilla - La Mancha","","","","972","","","90","1112","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-28","Albacete","Castilla - La Mancha","","","","968","","","101","1114","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-28","Ciudad Real","Castilla - La Mancha","","","","1356","","","117","1543","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-28","Cuenca","Castilla - La Mancha","","","","222","","","53","222","","","Gobierno de Castilla-La Mancha (especificar)","https://www.castillalamancha.es/actualidad/notasdeprensa",""
"2020-03-28","Guadalajara","Castilla - La Mancha","","","","441","","","79","441","","","Gobierno de Castilla-La Mancha","notas de prensa","https://www.castillalamancha.es/actualidad/notasdeprensa"
"2020-03-28","Toledo","Castilla - La Mancha","","","","1038","","","98","1192","","","RTVE","https://public.flourish.studio/visualisation/1451263",""
"2020-03-29","Albacete","Castilla - La Mancha","","","","1204","741","","122","1386","","","RTVE","https://public.flourish.studio/visualisation/1451263","Actualizado a las 14:30h. La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado. Los hospitalizados está extraidos de nota de prensa en la fuente habitual."
"2020-03-29","Ciudad Real","Castilla - La Mancha","","","","1525","1049","","145","1755","","","RTVE","https://public.flourish.studio/visualisation/1451264","Actualizado a las 14:30h. La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado. Los hospitalizados está extraidos de nota de prensa en la fuente habitual."
"2020-03-29","Cuenca","Castilla - La Mancha","","","","253","184","","55","253","","","Gobierno de Castilla-La Mancha","nota de prensa","Actualizado a las 14:30h. La Junta no especifica el lugar de las altas, por lo que el total de casos activos es aproximado. Los hospitalizados está extraidos de nota de prensa en la fuente habitual."
